"Pierre Salinger","1925-6-14"," ABC newsman former White House press sect"
"Ernesto (Che) Guevara","1928-6-14"," Latin American revolutionary"
"Marla Gibbs","1931-6-14"," in Chicago Ill"
"Jerzy Kosinski","1933-6-14"," Author"
"Donald Trump","1946-6-14"," Master Builder"
"Joan Van Ark","1946-6-14"," in NYC (or 06-16)"
"Bob Frankston","1949-6-14"," VisiCalc programmer"
"Eddie Mekka","1952-6-14","Eddie Mekka"
"Eric Heiden","1958-6-14"," zooms across Olympic ice"
"Boy George Dowd","1961-6-14"," androgynous rock musician & druggie"
"Steffi Graff","1969-6-14"," in W Germany Tennis player"
"Edward the Black Prince","1330-6-15","Edward the Black Prince"
"Rachel Donelson Robards Jackson","1767-6-15"," 1st lady"
"Edvard Grieg","1843-6-15"," Norwegian composer"
"Morris K. Udall","1922-6-15"," (D-Az-Rep)"
"Mario Cuomo","1932-6-15"," (D-NY-gov)"
"Waylon Jennings","1937-6-15"," singer of innumerable country songs"
"Harry Nilsson","1941-6-15"," laid-back singer & songwriter"
"Nicola Pagett","1945-6-15","Nicola Pagett"
"Judy Pace","1946-6-15"," in LA"
"Tom Forzani","1951-6-15"," CFL wide receiver (Calgary Stampeders)"
"Arthur Meighen","1874-6-16"," 1926)"
"Stan Laurel","1895-6-16"," file comedian (Laurel & Hardy)"
"Barbara McClintock","1902-6-16"," U.S. cytogeneticist (Nobel 1983)"
"Helen Traubel","1903-6-16"," opera singer"
"Enoch Powell","1912-6-16"," racist"
"Katharine Graham","1917-6-16"," newspaper publisher ("Washington Post")"
"John Howard Griffin","1920-6-16"," author (Black Like Me)"
"Erich Segal","1937-6-16"," author (Love Story)"
"Joyce Carol Oates","1938-6-16"," American novelist (Garden of Earthly Delights)"
"Edward I","1239-6-17"," king of England (1272-1307)"
"John Wesley","1703-6-17"," cofounder of Methodist movement"
"William Hooper","1742-6-17"," signed Decl of Ind"
"Charles Gounod","1818-6-17"," in France composer"
"George Cormack","1870-6-17"," invented "Wheaties" cereal"
"Igor Stravinsky","1882-6-17"," invented Rite of Spring"
"Ralph Bellamy","1904-6-17"," Actor"
"John Hersey","1914-6-17"," A Bell for Adano)"
"Dean Martin","1917-6-17"," Actor"
"Kingman Brewster","1919-6-17"," Yale pres"
"Fran‡ois Jacob","1920-6-17"," bacteriologist (Nobel 1965)"
"Beryl Reid","1920-6-17","Beryl Reid"
"Elroy (Crazylegs) Hirsch","1923-6-17"," end (L.A. Rams)"
"Tigran Petrosyan","1929-6-17"," world chess champion (1963-69)"
"Bobby Bell","1940-6-17"," NFL linebacker (Kansas City)"
"Barry Manilow","1946-6-17"," singer"
"Phylicia Allen Ayers Rashad","1948-6-17"," in Houston Tx (Cosby)"
"Joe Piscopo","1951-6-17"," comedian (SNL)"
"William Lassell","1799-6-18"," discoverer of satellites of Uranus and Neptune"
"Ivan Goncharov","1812-6-18"," travel writer (Oblomov)"
"Henry Clay Folger","1857-6-18"," Shakespeare fan"
"James Montgomery Flagg","1877-6-18"," illustrator "I want you" recruiting poster"
"George Mallory","1886-6-18"," English mountain climber ("because it is there")"
"Jeanette MacDonald","1901-6-18"," 'When I'm calling you'"
"Kay Kyser","1906-6-18"," radio and film personality (Three Little Fishes)"
"E.G. Marshall","1910-6-18"," (Defenders)"
"Sylvia Porter","1913-6-18"," financial writer"
"Tom Wicker","1926-6-18"," (NY Times)"
"Eva Bartok","1929-6-18"," Actress Budapest Hungry"
"Vitali M. Zholobov","1937-6-18"," cosmonaut (Soyuz 21)"
"Paul McCartney","1942-6-18"," Yeah-Yeah-Yeah"
"Linda Thorson","1947-6-18"," in Canada"
"Isabella Rossellini","1952-6-18"," (Blue Velvet)"
"Carol Kane","1952-6-18"," in Cleveland Ohio (Taxi-Simpka)"
"Janice Merrill","1962-6-18"," track star"
"James VI","1556-6-19"," of Scotland (1567-1625)/James I of England (1603-25)"
"Blaise Pascal","1623-6-19"," religious writer"
"Elbert Hubbard","1856-6-19"," Essayist"
"Duchess of Windsor","1896-6-19"," divorcee"
"Guy Lombardo","1902-6-19"," conductor"
"Henry Louis Gehrig Yankees","1903-6-19",""Iron Horse""
"Quentin N Burdick","1908-6-19"," (Sen-D-NC)"
"Mildred Natwick","1908-6-19"," Actress"
"Osamu Dazai","1909-6-19"," No Longer Human)"
"Alan Cranston","1914-6-19"," (Seb-D-CA) Pres candidate"
"Pauline Kael","1919-6-19"," Movie critic"
"Louis Jourdan","1921-6-19"," France"
"Howell Heflin","1921-6-19"," (Sen-D-AL)"
"Aage N. Bohr","1922-6-19"," studied atomic nucleus (Nobel 1975)"
"Leo Nomellini","1924-6-19"," NFL defensive tackle (San Francisco 49ers)"
"Nancy Marchand","1928-6-19"," Actress"
"Pier Angeli","1932-6-19"," in Italy"
"Viktor I. Patsayev","1933-6-19"," Soviet cosmonaut (Soyuz 11)"
"Gena Rowlands","1936-6-19"," in Cambria Wisc"
"Malcolm McDowell","1943-6-19"," (Clockwork Orange)"
"Kathleen Turner","1949-6-19"," (Peggy Sue got Married)"
"Ann Wilson","1951-6-19"," in San Diego (Heart)"
"Mark DeBarge","1959-6-19"," Rocker"
"Garfield","1978-6-19"," the cat "Big fat hairy deal""
"Nicholas Rowe","1674-6-20"," English poet laureate"
"Jacques Offenbach","1819-6-20"," in France composer"
"Lillian Hellman","1907-6-20"," Little Foxes)"
"Errol Flynn","1909-6-20"," Actor"
"Audie Murphy","1924-6-20"," Actor"
"Chet Atkins","1924-6-20"," Country Guitar Player"
"Brian Wilson","1942-6-20"," (Beachboy)"
"Anne Murray","1945-6-20"," in Nova Scotia singer"
"Andre Watts","1946-6-20"," concert pianist"
"Candy Clark","1947-6-20"," Actress"
"Lionel Richie","1950-6-20"," singer"
"Cyndi Lauper","1953-6-20"," in Brooklyn - A fun girl"
"John Taylor","1960-6-20"," rocker"
"Martha Washington-1st","1732-6-21"," 1st lady"
"Daniel D. Tompkins","1774-6-21"," 6th VP (1817-25)"
"Rockwell Kent","1882-6-21"," artist"
"Reinhold Niebuhr","1892-6-21"," American theologian"
"Dorothy Stickney","1903-6-21"," Actress"
"Al Hirschfeld","1903-6-21"," Cartoonist"
"Jean-Paul Sartre","1905-6-21"," writer (Nobel 1964; declined)"
"Mary McCarthy","1912-6-21"," American novelist (Group)"
"Jane Russell","1921-6-21"," (Outlaw)"
"Judy Holliday","1922-6-21","Judy Holliday"
"Maureen Stapleton","1925-6-21"," in Troy NY"
"Carl Stokes","1927-6-21"," mayor of Cleveland"
"Mike McCormack","1930-6-21"," Cleveland)"
"Lawrence K Grossman","1931-6-21"," NBC News president"
"Margaret Heckler","1931-6-21"," former HEW secretary"
"Bernie Kopell","1933-6-21"," (Love Boat)"
"Monte Markham","1935-6-21"," Actor"
"Fran‡oise Sagan","1935-6-21"," French novelist"
"Ron Ely","1938-6-21"," (Tarzan)"
"Mariette Hartley","1940-6-21"," (Poloroid spokesperson)"
"Joe Flaherty","1940-6-21"," Comedian (2nd City)"
"Ray Davies","1944-6-21"," a kinky singer"
"Meredith Baxter-Birney","1947-6-21"," in California (Family Ties)"
"Michael Gross","1947-6-21"," (Family Ties)"
"Benazir Bhutto","1953-6-21"," Pakistani opposition leader"
"Prince William","1982-6-21"," of Wales Prince Chuck & Lady Di's baby"
"George Vancouver","1757-6-22"," surveyed Pacific coast from S.F. to Vancouver I"
"Paul Morphy","1837-6-22"," US greatest chess player of all time champ (1857-61)"
"Giacomo Puccini","1858-6-22"," Italian operatic composer"
"Sir Julian Huxley","1887-6-22"," biologist and philosopher of science"
"Erich Maria Remarque","1898-6-22"," novelist (All Quiet on the Western Front)"
"Billy Wilder","1906-6-22"," movie director"
"Anne Morrow Lindbergh","1907-6-22"," author (Gift from the Sea)"
"Katherine Dunham","1910-6-22"," anthropologist"
"Peter Pears","1910-6-22"," tenor"
"Joseph Papp","1921-6-22"," stage producer and director"
"Bill Blass","1922-6-22"," fashion designer"
"Dianne Feinstein","1933-6-22"," (D-mayor-SF)"
"Kris Kristofferson","1936-6-22"," singer/Actor (Amerika)"
"Ed Bradley","1941-6-22"," CBS News somewhere"
"Todd Rundgren","1948-6-22"," it's Me)"
"Lindsey Wagner","1949-6-22"," LA (Bionic Woman)"
"Meryl Streep","1949-6-22"," Sophie's Choice)"
"Josephine","1763-6-23"," empress of France"
"George Sax","1846-6-23"," inventor of saxophone"
"Irvin S. Cobb","1876-6-23"," humorist"
"Alfred Kinsey","1894-6-23"," sexologist"
"Duke of Windsor","1894-6-23"," briefly in 1936)"
"David Ogilvy","1911-6-23"," advertising whiz"
"Alan Turing","1912-6-23"," mathematician pioneer in computer theory"
"William P. Rogers","1913-6-23"," former sec of state"
"Irene Worth","1916-6-23"," in Nebraska"
"Bob Fosse","1927-6-23"," Damn Yankees)"
"June Carter Cash","1929-6-23"," country singer & Johnny's wife in Virginia"
"Donn F. Eisele","1930-6-23"," astronaut (Apollo 7)"
"Bert Convy","1933-6-23"," game show host"
"Wilma Rudolph","1940-6-23"," retired Olympic athlete"
"James Levine","1943-6-23"," musical conductor"
"Ted Shackelford","1946-6-23","Ted Shackelford"
"Henry Ward Beecher","1813-6-24"," orator"
"Gustavus Franklin Swift","1839-6-24"," founder of Swift & Co"
"Ambrose Bierce","1842-6-24"," satirist"
"Jack Dempsey","1895-6-24"," Heavyweight boxing champion (1919-26) (Manassa Mauler)"
"Norman Cousins","1912-6-24"," editor (Saturday Review)"
"Sir Fred Hoyle","1915-6-24"," proposed steady-state universe theory"
"John Ciardi","1916-6-24"," translator of Dante"
"Sibohan McKenna","1922-6-24"," Actress"
"Jack Carter","1923-6-24","Jack Carter"
"David McTaggart","1932-6-24"," cofounder of Greenpeace"
"Michele Lee","1942-6-24"," LA (Falcon's Crest)"
"Nancy Allen","1950-6-24"," Actress"
"Danielle Spencer","1965-6-24"," in Bronx"
"Henry (Hap) Arnold","1886-6-25"," US Army Air Force in WW II"
"George Abbott","1887-6-25"," Broadway luminary"
"Hermann Oberth","1894-6-25"," founder of modern astronautics"
"Earl Mountbatten","1900-6-25"," royal relative"
"George Orwell","1903-6-25"," 1984)"
"J. Hans D. Jensen","1907-6-25"," German physicist (atomic nuclei) (Nobel 1963)"
"Sidney Lumet","1924-6-25"," movie director"
"June Lockhart","1925-6-25"," in NYC - Lassie's mom"
"Robert Venturi","1925-6-25"," American architect"
"Willis Reed","1942-6-25"," Basketball hall-of-famer"
"Carly Simon","1945-6-25"," NYC (You're So Vain)"
"Phyllis George","1949-6-25"," in Denton Tx - Miss America"
"George Michael","1963-6-25","in England"
"Hermann Oberth","1984-6-25"," father of German rocketry"
"Dr. Philip Doddridge","1702-6-26"," English Nonconformist clergyman"
"Charles Messier","1730-6-26"," cataloguer of "M objects""
"Arthur Middleton","1742-6-26"," signer of the Declaration of Independence"
"George Morland","1763-6-26"," English artist"
"Abner Doubleday","1819-6-26"," credited with inventing American Baseball"
"William Thomson","1824-6-26"," physicist"
"Sir Robert Laird Borden","1854-6-26"," 8th Canadian prime minister (1911-20)"
"Pearl S. Buck","1892-6-26"," author (The Good Earth) (Nobel 1938)"
"Stuart Symington","1901-6-26"," former U.S. senator from Missouri"
"Peter Lorre","1904-6-26"," Beast with 5 Fingers)"
"Maurice Wilkes","1913-6-26"," invented the stored program concept for computers"
"Eleanor Parker","1922-6-26"," Actress"
"Pavel Belyayev","1925-6-26"," cosmonaut (Voskhod 2)"
"Billy Davis","1940-6-26"," singer"
"Pamela Bellwood","1951-6-26","Pamela Bellwood"
"Mick Jones","1955-6-26"," rocker"
"Zeng Jinlian","1964-6-26"," 8' 1")"
"Louis XII","1462-6-27"," king of France (1498-1515)"
"Charles IX","1550-6-27"," king of France (1560-74)"
"Charles XII","1682-6-27"," king of Sweden (1697-1718)"
"Charles Stewart Parnell","1846-6-27"," Irish nationalist"
"Ivan Vazov","1850-6-27"," playwright (Under the Yoke)"
"Lafcadio Hearn","1850-6-27"," author (Chita)"
"Emma Goldman","1869-6-27"," anarchist"
"Paul Laurence Dunbar","1872-6-27"," poet and short story writer"
"Helen Keller","1880-6-27"," blind-deaf author-lecturer had more sense than many"
"Willie Mosconi","1913-6-27"," world champion pool player"
"IAL Diamond","1920-6-27"," Screenwriter"
"Bob Keeshan","1927-6-27"," aka Capt Kangaroo (Good Morning Captain)"
"H Ross Periot","1930-6-27"," Billionaire"
"Anna Moffo","1934-6-27"," soprano in Wayne Penn"
"Bruce E. Babbitt","1938-6-27"," (Gov-D-AL)"
"Norma Kamali","1945-6-27","Norma Kamali"
"Julia Duffy","1952-6-27"," in Minneapolis Mn (Newhart Show)"
"Isabelle Adjani","1955-6-27","Isabelle Adjani"
"Henry VIII","1491-6-28"," Don't lose your head over him"
"Peter Paul Rubens","1577-6-28"," Flemish Baroque painter"
"Jean Jacques Rousseau","1712-6-28"," in France social contrActor"
"Paul Broca","1824-6-28"," anthropologist"
"Luigi Pirandello","1867-6-28"," Italian writer (6 Characters) (Nobel 1934)"
"Alexis Carrel","1873-6-28"," biologist (Nobel 1912)"
"Richard Rogers","1902-6-28"," composer"
"Mel Brooks","1926-6-28"," director (To Be or Not to Be)"
"Gilda Radner","1946-6-28"," comedian (SNL - Baba Wawa) Detroit"
"Patrick Kincaid","1947-6-28"," send him a card author of TODAY"
"Danielle Briesbois","1969-6-28"," Archie Bunker's girl"
"George Washington Goethals","1858-6-29"," built Panama Canal"
"William James Mayo","1861-6-29"," American surgeon"
"Shigechiyo Izumi","1865-6-29"," alive at 120 (greatest authenticated human age)"
"Antoine Saint-Exupery","1900-6-29"," Sand & Stars)"
"Nelson Eddy","1901-6-29"," singer"
"LeRoy Anderson","1909-6-29"," composer"
"Ruth Warwick","1915-6-29"," in St Joseph Missouri"
"Slim Pickens","1919-6-29"," Blazing Saddles)"
"Cara Williams","1925-6-29","Cara Williams"
"Robert Evans","1930-6-29","Robert Evans"
"Carl Levin","1934-6-29"," (Sen-D-MI)"
"Harmon Killebrew","1936-6-29"," baseball player"
"Gary Busey","1944-6-29","Gary Busey"
"Fred Grandy","1948-6-29"," Love Boats Gopher"
"Charles VIII","1470-6-30"," invaded Italy"
"Elizabeth Kortright Monroe","1768-6-30"," first lady"
"William A. Wheeler","1819-6-30"," (R) 19th U.S. vice-president (1877-81)"
"Jan Peerce","1904-6-30"," tenor"
"Juan Bosch","1909-6-30"," president of the Dominican Republic (1962-63)"
"Czeslaw Milosz","1911-6-30"," Polish-American writer (Nobel 1980)"
"Dan Reeves","1912-6-30"," NFL team owner (Cleveland/Los Angeles Rams)"
"Lena Horne","1917-6-30"," singer Bkln NY"
"Buddy Rich","1917-6-30"," drummer"
"Susan Hayward","1918-6-30"," in Flatbush Bkln"
"Harry Blackstone Jr","1934-6-30"," magician"
"Nancy Dussault","1936-6-30"," in Florida"
"Gottfried W Leibnitz","1646-7-1"," mathematician-philosopher"
"Jean-Victor Poncelet","1788-7-1"," founder of projective geometry."
"George Sand","1804-7-1"," Le Figaro)."
"Thomas Green Clemson","1807-7-1"," endowed Clemson University."
"Cecil John Rhodes","1853-7-1"," diamond merchant."
"Louis Bleriot","1872-7-1"," 1st man to fly an airplane across English Channel."
"Leon Jouhaux","1879-7-1"," cofounder of UN's ILO (Nobel 1951)."
"William Wyler","1902-7-1"," motion picture director (Mrs. Miniver)."
"David Brower","1912-7-1","David Brower"
"Olivia DeHaviland","1916-7-1"," in Tokyo Japan"
"Farley Granger","1925-7-1"," Actor"
"Leslie Caron","1931-7-1"," in Paris France"
"Sydney Pollack","1934-7-1"," Movie director"
"Jean Marsh","1934-7-1"," in London England"
"Jamie Farr","1936-7-1"," Actor (Cpl. Klinger of TV's M*A*S*H)."
"Twyla Tharp","1941-7-1"," in Indiana Choreographer"
"Sally Quinn","1941-7-1"," CBS News reporter"
"Genevieve Bujold","1942-7-1"," Actress."
"Karen Black","1942-7-1"," Actress."
"Dan Akroyd","1952-7-1"," Actor (SNL)"
"Lorna Patterson","1956-7-1"," in Whittier Calif"
"Evelyn 'Champagne' King","1960-7-1"," Singer"
"Lady Diane Spencer","1961-7-1"," in England"
"Carl Lewis","1961-7-1"," US track and field star."
"Valentinian III","419-7-2"," Roman emperor (425-55)."
"Thomas Cranmer","1489-7-2"," martyr."
"Sir Charles Tupper","1821-7-2"," 6th Canadian prime minister (1896)."
"Hermann Hesse","1877-7-2"," poet (Steppenwolf) (Nobel 1946)."
"Olav V","1903-7-2"," )."
"Sir Alex Douglas-Home","1903-7-2"," British prime minister (1963-64)."
"Hans Bethe","1906-7-2"," peace worker."
"Thurgood Marshall","1908-7-2"," 1st black Supreme Court justice."
"Dan Rowan","1922-7-2"," comedian (Laugh In)."
"Brock Peters","1927-7-2"," Actor."
"Emelda Marcos","1931-7-2"," Former Phillipine leader's wife"
"Kaye Stevens","1935-7-2"," in Pitts"
"Richard Petty","1937-7-2"," auto race driver."
"Polly Holliday","1937-7-2"," (Alice)"
"Georgi Ivan Ivanov","1940-7-2"," 1st Bulgarian space traveler (Soyuz 33)."
"Luci Baines Johnson Nugent Turpin","1947-7-2"," Daughter of Pres LBJ"
"Cheryl Ladd","1951-7-2"," in SD"
"Jimmy McNichol","1961-7-2"," Actor"
"Louis XI","1423-7-3"," king of France (1461-83)."
"Samuel de Champlain","1567-7-3"," explorer"
"Samuel Huntington","1731-7-3"," pres. of Continental Congress."
"Richard B. Bennett","1870-7-3"," 11th Canadian prime minister (1930-35)."
"Franz Kafka","1883-7-3"," Amerika)"
"Francis Steegmuller","1906-7-3"," biographer."
"Earl Butz","1909-7-3"," former US secretary of agriculture."
"Dorothy Kilgallen","1913-7-3","Dorothy Kilgallen"
"Ken Russell","1927-7-3"," Movie director"
"Pete Fountain","1930-7-3"," Jazz musician"
"Harrison H. (Jack) Schmitt","1935-7-3"," US astronaut (Apollo 17)."
"Tom Stoppard","1937-7-3"," Playwright"
"Gerry Rivers","1943-7-3"," aka Newsman Geraldo Rivera"
"Betty Buckley","1947-7-3"," Broadway Actress"
"Jean-Claude Duvalier","1951-7-3"," Former Haitian President-for-Life"
"Laura Branigan","1957-7-3"," Singer"
"Jean-Pierre-Francois Blanchard","1753-7-4"," US"
"Nathaniel Hawthorne","1804-7-4"," American author (The Scarlet Letter)."
"Giuseppe Garibaldi","1807-7-4"," unifier of Italy."
"Stephen Foster","1826-7-4"," Swanee River)."
"Stephen Mather","1867-7-4"," organizer of the US National Park Service."
"Calvin Coolidge","1872-7-4"," 30th pres (1923-29)"
"George M Cohan","1878-7-4"," entertainer"
"Rube Goldberg","1883-7-4"," made the easy outrageously difficult."
"Louis Armstrong","1900-7-4"," 'Satchmo'"
"Meyer Lansky","1902-7-4"," mobster"
"George Murphy","1902-7-4"," Calif Sen"
"Mitch Miller","1911-7-4","Mitch Miller"
"Virginia Graham","1912-7-4"," TV personality"
"Tokyo Rose","1916-7-4","Tokyo Rose"
"Abigail Van Buren & Ann Landers","1918-7-4"," advice columnists"
"Gerard Debreu","1921-7-4"," French economist (Nobel 1983)."
"Eva Marie Saint","1924-7-4"," Actress Newark"
"Neil Simon","1927-7-4"," playwright"
"Steven Boyd","1928-7-4"," Actor"
"Gina Lollobrigida","1928-7-4"," Italy"
"George Steinbrenner","1930-7-4"," NY Yankees owner."
"Pam Shriver","1962-7-4"," Tennis player"
"Sir Stamford Raffles","1781-7-5"," founder of Singapore."
"Sylvester Graham","1794-7-5"," inventor of the Graham cracker."
"David G Farragut","1801-7-5"," in Knoxville Tenn American naval hero"
"Phineas T. Barnum","1810-7-5"," circus promoter in Bethel Conn"
"Clara Zetkin","1857-7-5"," German women's rights advocate."
"John Northrop","1891-7-5"," crystallized enzymes (Nobel 1946)."
"Henry Cabot Lodge","1902-7-5"," politician."
"Andrei Gromyko","1909-7-5"," diplomat."
"Jan¢s Starker","1926-7-5"," Hungarian cellist."
"Katherine Helmond","1934-7-5"," in Texas"
"Shirley Knight","1936-7-5","Shirley Knight"
"Julie Nixon Eisenhower","1948-7-5"," daughter of Richard Milhaus."
"Huey Lewis","1951-7-5"," (& the News)"
"Richard 'Goose' Gossage","1951-7-5"," Baseball relieve pitcher"
"John Paul Jones","1747-7-6"," naval hero ("I have not yet begun to fight")."
"Nicholas I","1796-7-6"," tsar of Russia (1825-55)."
"Adolf Anderssen","1818-7-6"," world chess champion (1851-66)."
"Verner von Heidenstam","1859-7-6"," novelist (Nobel 1916)."
"Axel Theorell","1903-7-6"," studied enzymes (Nobel 1955)."
"Nancy Davis Reagan","1923-7-6"," 1st Lady (1981-89)."
"Robert M. White","1924-7-6"," X-15 pilot."
"Merv Griffin","1925-7-6","Merv Griffin"
"Janet Leigh","1927-7-6"," Maybe I won't take a shower with her"
"Della Reese","1932-7-6"," singer in Detroit"
"Vladimir Ashkenazy","1937-7-6"," concert pianist."
"Ned Beatty","1937-7-6"," Actor."
"Sylvester Stallone","1946-7-6"," Rambo)"
"Shelly Hack","1952-7-6"," Charlie's Angel"
"Joseph-Marie Jacquard","1752-7-7"," invented the programmable loom"
"Camillo Golgi","1843-7-7"," cytologist (Nobel 1906)."
"Gustav Mahler","1860-7-7"," Bohemian composer"
