"David Byrne","1952-5-14"," rocker"
"L. Frank Baum","1856-5-15"," children's book author (Wizard of Oz)"
"Pierre Curie","1859-5-15"," French physicist (Nobel 1903)"
"Ellen Louise Axson Wilson","1860-5-15"," 1st wife of Woodrow Wilson"
"Arthur Schnitzler","1862-5-15"," novelist"
"Katherine Anne Porter","1890-5-15"," U.S. novelist (Ship of Fools)"
"Mikhail Bulgakov","1891-5-15"," short-story writer"
"Richard Daley","1902-5-15"," former mayor of Chicago"
"Joseph Cotten","1905-5-15","Joseph Cotten"
"James Mason","1909-5-15"," Actor (Lolita)"
"Constance Cummings","1910-5-15","Constance Cummings"
"Eddy Arnold","1918-5-15"," Country singer"
"Joseph Wiseman","1918-5-15"," Actor"
"Wladziu Valentino Liberace","1919-5-15"," pianist"
"Richard Avedon","1923-5-15","Richard Avedon"
"Ursula Theiss","1924-5-15","Ursula Theiss"
"Anthony Shaffer / Peter Shaffer","1926-5-15"," twin brothers Playwrights"
"Anna Marie Alberghetti","1936-5-15"," Italy"
"Paul Zindel","1936-5-15"," Playwright"
"Trini Lopez","1937-5-15"," singer"
"Lainie Kazan","1942-5-15"," Singer/Actress"
"Brian Eno","1948-5-15"," singer"
"George Brett","1953-5-15"," KC Royals"
"Lee Horsley","1955-5-15"," Actor"
"Louis-Nicolas Vauquelin","1763-5-16"," beryllium"
"William H. Seward","1801-5-16"," bought Alaska"
"Levi Parsons Morton","1824-5-16"," 22nd US VP (1889-93)"
"Henry Fonda","1905-5-16"," Actor (Mr. Roberts) Grand Is Nebraska"
"Studs Terkel","1912-5-16"," author (Working)"
"Woody Herman","1913-5-16"," Bandleader"
"Liberace (Wladziu Liberace)","1919-5-16"," candelabrist"
"Frank F. Mankiewicz","1924-5-16"," columnist"
"Billy Martin","1928-5-16"," Oakland A's)"
"Lowell Weicker","1931-5-16"," Sen"
"Pierce Brosnan","1952-5-16"," in Israel"
"Debra Winger","1955-5-16"," in Columbus Oh (Officer & Gentleman)"
"Olga Korbut","1955-5-16"," Soviet Olympic gymnast"
"Janet Jackson","1966-5-16"," singer/Michael's sister"
"Edward Jenner","1749-5-17"," discovered vaccination"
"Joseph Norman Lockyer","1836-5-17"," founded NATURE magazine"
"Erik Satie","1866-5-17"," composer"
"Ayatollah Ruhollah Khomeini","1900-5-17"," Iran's spiritual leader"
"Maureen O'Sullivan","1911-5-17"," in Boyle Ireland"
"Archibald Cox","1912-5-17"," 1st Watergate special prosecutor"
"Clarence (Ace) Parker","1912-5-17"," Boston Yanks)"
"Birgit Nilsson","1923-5-17"," soprano"
"Dennis Hopper","1936-5-17"," an easy rider"
"Sugar Ray Leonard","1956-5-17"," boxer"
"Karl Goldmark","1830-5-18"," Hungarian composer"
"Wilhelm Steinitz","1836-5-18"," world chess champion (1866-94)"
"Oliver Heaviside","1850-5-18"," physicist predicted existance of ionosphere"
"William Heinemann","1865-5-18"," English publisher"
"Nicholas II","1868-5-18"," the last Russian tsar (1894-1917)"
"Bertrand Russell","1872-5-18"," philosopher (Nobel 1950)"
"Walter Gropius","1883-5-18"," German Bauhaus architect"
"Eurico Gaspar Dutra","1885-5-18"," president of Brazil (1945-50)"
"Rudolf Carnap","1891-5-18"," German Logical Positivist philosopher"
"Sarah Miriam Peale","1900-5-18"," American portrait painter"
"Meredith Willson","1902-5-18"," musician-composer (The Music Man)"
"Jacob K. Javits","1904-5-18"," NY Sen"
"Perry Como","1912-5-18"," singer"
"Dame Margot Fonteyn","1917-5-18"," English ballerina"
"John Paul II","1918-5-18"," )"
"Bill Macy","1922-5-18"," Actor"
"Pernell Roberts","1930-5-18"," Trapper John)"
"Reggie Jackson","1946-5-18"," A's)"
"Rodney Milburn","1950-5-18"," hurdler"
"Sugar Ray Leonard","1956-5-18"," boxer"
"John Hopkins","1795-5-19"," Philanthropist"
"Ho Chi Minh","1890-5-19"," trail blazer"
"Malcolm X","1925-5-19"," Muslim"
"David Hartman","1935-5-19"," TV personality"
"Nora Ephron","1941-5-19"," writer"
"Glenn Close","1947-5-19"," Actress"
"Grace Jones","1952-5-19"," singer"
"Stephen Girard","1750-5-20"," bailed out U.S. bonds during War of 1812"
"Dolly Dandridge Payne Madison","1768-5-20"," first lady"
"Honore de Balzac","1799-5-20"," French novelist (Pere Goriot)"
"John Stuart Mill","1806-5-20"," Utilitarian"
"William George Fargo","1818-5-20"," Fargo & Co"
"Frederic Passy","1822-5-20"," cowinner of 1st Nobel Peace Prize (1901)"
"Sigrid Undset","1882-5-20"," Norweg. novelist (Kristin Lavransdatter) (Nobel '28)"
"Beniamino Gigli","1890-5-20"," Italian tenor"
"Adela Rogers St. Johns","1894-5-20"," author"
"Max Euwe","1901-5-20"," world chess champion (1935-37)"
"Jimmy Stewart","1908-5-20"," Actor"
"William Hewlett","1913-5-20"," cofounder of Hewlett-Packard Co"
"Moshe Dayan","1915-5-20"," Israeli general & politician"
"George Gobel","1919-5-20"," Comedian"
"Constance Towers","1933-5-20","Constance Towers"
"Alexei A. Leonov","1934-5-20"," Apollo-Soyuz)"
"Sadaharu Oh","1940-5-20"," hit 868 career HR"
"Joe Cocker","1944-5-20"," in Engl"
"Cher Bono","1946-5-20"," California "I got you babe""
"Ron Reagan Jr.","1958-5-20"," President's son"
"Jane Wiedlin","1958-5-20"," (GoGos)"
"Mindy Cohn","1966-5-20"," LA (Facts of Life)"
"Plato (Aristocles)","427-5-21"," in Athens(?) (427 BC)"
"Albrecht Durer","1471-5-21"," print maker"
"Philip II","1527-5-21"," king of Spain (1556-98) and Portugal (1580-98)"
"A. Durer","1584-5-21","A. Durer"
"Alexander Pope","1688-5-21"," poet (The Rape of the Lock)"
"Elizabeth Fry","1780-5-21"," nurse"
"Charles-Albert Gobat","1834-5-21"," author (Nobel 1902)"
"Henri Rousseau","1844-5-21"," French na‹ve painter"
"Leon Bourgeois","1851-5-21"," internationalist (Nobel 1920)"
"Willam Einthoven","1860-5-21"," invented the electrocardiograph"
"C.J. Thomsen","1865-5-21"," named Stone/Iron/Bronze Ages"
"Glenn Curtis","1878-5-21"," aircraft pioneer"
"Armand Hammer","1898-5-21"," millionaire industrialist"
"Fats Waller","1904-5-21"," composer (Ain't Misbehavin')"
"Robert Montgomery","1904-5-21"," Actor"
"Harold Robbins","1916-5-21"," Carpetbaggers)"
"Dennis Day","1917-5-21"," singer"
"Raymond Burr","1917-5-21"," Ironsides)"
"Andrey Sakharov","1921-5-21"," human rights worker (Nobel '75)"
"Mr T","1952-5-21","Mr T"
"Johann Sebastian Bach","1665-5-22"," Germany"
"Richard Wagner","1813-5-22"," Flying Dutchman) Leipzig Germ"
"Albrecht Grafe","1828-5-22"," founded modern ophthalmology"
"Mary Cassatt","1844-5-22"," American Impressionist painter"
"Sir Arthur Conan Doyle","1859-5-22"," brought Sherlock Holmes to life twice"
"Jiddu Krishnamurti","1895-5-22"," writer"
"Lord Laurence Olivier","1907-5-22"," stage & screen Actor (Rebecca)"
"Thomas Gold","1920-5-22"," established the steady-state theory of the universe"
"Judith Crist","1922-5-22"," NY"
"Satyajat Ray","1922-5-22"," Indian film director"
"Charles Aznavour","1924-5-22"," singer"
"Michael Constantine","1927-5-22","Michael Constantine"
"Peter Nero","1934-5-22"," pianist"
"Frank Converse","1938-5-22","Frank Converse"
"Richard Benjamin","1938-5-22"," Actor"
"Susan Strasberg","1938-5-22"," Actress"
"Michael Sarrazin","1940-5-22"," Actor"
"Paul Winfield","1941-5-22","Paul Winfield"
"Barbara Parkins","1942-5-22"," in England"
"Tommy John","1943-5-22"," Yankee & Dodger pitcher"
"Carolus Linn‘us","1707-5-23"," sweden"
"Friedrich Anton Mesmer","1734-5-23"," hypnotist"
"Abdu'l-Bah","1844-5-23"," early Bah '¡ leader"
"Douglas Fairbanks","1883-5-23"," 1st & greatest of Hollywood's swashbucklers"
"Par Lagerkvist","1891-5-23"," dramatist (Nobel 1951)"
"Walter Reisch","1903-5-23"," Titanic)"
"John Bardeen","1908-5-23"," 1972)"
"Artie Shaw (Arthur Arshawsky)","1910-5-23"," band leader and husband"
"Betty Garrett","1919-5-23"," in St Joseph Mo"
"Alicia de Larrocha","1923-5-23"," Pianist"
"Rosemary Clooney","1928-5-23"," singer"
"Barbara Barrie","1931-5-23"," in Chicago"
"Joan Collins","1933-5-23"," Actress"
"John Newcombe","1943-5-23"," Australian tennis pro"
"Alan Garc¡a Perez","1949-5-23"," )"
"Anatoliy Karpov","1951-5-23"," world chess champion (1975-85)"
"Boxer Marvelous Marvin Hagler","1952-5-23"," in NJ"
"William Gilbert","1544-5-24"," pioneer researcher into magnetism"
"Jean-Paul Marat","1743-5-24"," French revolutionist"
"Emanuel Leutze","1816-5-24"," American painter (Washington Crossing the Delaware)"
"Queen Victoria","1819-5-24"," (1837-1901)"
"Samuel I. Newhouse","1895-5-24"," American millionaire publisher"
"Mikhail Sholokhov","1905-5-24"," novelist (And Quiet Flows the Don) (Nobel 1965)"
"Wilbur Mills","1909-5-24"," former U.S. congressman"
"Lilli Palmer","1914-5-24"," Lotte in Weimar)"
"Coleman Young","1918-5-24"," civil rights leader"
"Siobhan McKenna","1923-5-24"," Irish stage Actress (Saint Joan)"
"Elaine Malbin","1932-5-24"," opera singer"
"Mayor Jane Byrne","1934-5-24"," of Chicago"
"Bob Dylan","1941-5-24"," Folk Singer Robert Zimmerman"
"Gary Burghoff","1943-5-24"," M*A*S*H"
"Patti Labelle","1944-5-24","Patti Labelle"
"Priscilla Presley","1945-5-24"," wife of Elvis"
"Ralph Waldo Emerson","1803-5-25"," philosopher"
"John Alexander Dowie","1847-5-25"," American evangelist"
"John R. Mott","1865-5-25"," worked in internat'l church movements (Nobel 1946)"
"Philip Murray","1886-5-25"," founder of Congress of Industrial Organizations"
"Igor Sikorsky","1889-5-25"," developed a working helicopter"
"Bennett Cerf","1898-5-25"," publisher"
"Gene Tunney","1898-5-25"," world heavyweight boxing champion (1926-30)"
"Theodore Hesburgh","1917-5-25"," ex-president of Notre Dame"
"Claude Aikins","1918-5-25"," Actor"
"Jeanne Crain","1925-5-25"," in Barstow Calif"
"Miles Davis","1926-5-25"," pioneered cool jazz (Porgy and Bess)"
"Robert Ludlum","1927-5-25"," spy novelist"
"Beverly Sills","1929-5-25"," soprano"
"Georgi M. Grechko","1932-5-25"," T-14)"
"Barbara Harris","1935-5-25"," in Illinois"
"Leslie Uggams","1943-5-25"," singer NYC"
"Karen Valentine","1947-5-25"," in Santa Rosa California"
"Jessi Colter","1947-5-25"," in Phoenix Arizona"
"Connie Sellecca","1955-5-25"," in Bronx"
"Lady Mary Wortley Montagu","1689-5-26"," eccentric"
"Alexandr Pushkin","1799-5-26"," Russian writer (Eugene Onegin)"
"Al Jolson","1886-5-26"," silent film Actor"
"John Wayne","1907-5-26"," shootist"
"Robert Morley","1908-5-26"," English Actor"
"Laurance Rockefeller","1910-5-26"," Chase Manhattan"
"A. Pushkin","1918-5-26","A. Pushkin"
"Peggy Lee","1920-5-26"," in ND (is that all there is)"
"James Arness","1923-5-26"," Actor (Matt Dillon of Gunsmoke)"
"Teresa Stratas","1939-5-26"," in Toronto Ontario"
"Sherry Bain","1947-5-26"," in Califor"
"Dale Haddon","1949-5-26"," in Montrael Canada"
"Pam Grier","1949-5-26","Pam Grier"
"Hank Williams","1949-5-26"," country singer"
"Sally K. Ride","1951-5-26"," 41G)"
"Genie Francis","1962-5-26"," in Los Angeles"
"Ibn Khaldun","1332-5-27"," sociologist"
"William II","1626-5-27"," prince of Orange"
"Amelia Bloomer","1818-5-27"," suffragette known for her pantaloons"
"Julia Ward Howe","1819-5-27"," lecturer (Battle Hymn of the Republic)"
"Jay Gould","1836-5-27"," financier"
"Wild Bill Hickok","1837-5-27","Wild Bill Hickok"
"Arnold Bennett","1867-5-27"," critic"
"Isadora Duncan","1878-5-27"," US interpretive dancer"
"Dashiell Hammett","1894-5-27"," author who created the hard-boiled detective"
"Rachel Carson","1907-5-27"," writer (Silent Spring)"
"Harold Rome","1908-5-27"," composer"
"Hubert Humphrey","1911-5-27"," 38th V-P (1965-69)"
"Vincent Price","1911-5-27"," Laura)"
"John Cheever","1912-5-27"," writer (Wapshot Chronicle)"
"Sam Snead","1912-5-27"," pro golfer"
"Herman Wouk","1915-5-27"," American author (Caine Mutiny)"
"Yasuhiro Nakasone","1918-5-27"," Japanese PM (1982-87)"
"Christopher Lee","1922-5-27"," Actor"
"Henry Kissinger","1923-5-27"," secretary of state"
"Lee Merriweather","1935-5-27"," Miss America"
"Cilia Black","1943-5-27"," in Liverpool England"
"Christopher J. Dodd","1944-5-27"," senator from Conn"
"George I","1660-5-28"," king of England (1714-27)"
"Dr Joseph Guillotin","1738-5-28"," guess what he invented"
"William Pitt the Younger","1759-5-28"," 1804-06)"
"Louis Agassiz","1807-5-28"," teacher"
"Jim Thorpe","1888-5-28"," chosen greatest U.S. athlete of the 1st half century"
"Phil Regan","1906-5-28"," singer"
"Ian Fleming","1908-5-28"," Dr. No)"
"Patrick White","1912-5-28"," Australian novelist (Happy Valley) (Nobel 1973)"
"Nandamuri Taraka Rama Rao","1923-5-28"," politician"
"Caroll Baker","1931-5-28"," in Pennsylvania"
"Dionne quintuplets","1934-5-28"," Yvonne)"
"Gladys Knight","1944-5-28"," in Atlanta Ga"
"Madeline LeRouix","1946-5-28"," in Wyoming"
"Sondra Locke","1947-5-28"," in Shellyville Tennessee"
"Charles II","1630-5-29"," king of England (1660-85)"
"Patrick Henry","1736-5-29"," orator"
"Ebenezer Butterick","1826-5-29"," inventor of the tissue paper dress pattern"
"English novelist","1874-5-29"," GK Chesterton"
"G.K. Chesterton","1874-5-29"," English writer"
"Oswald Spengler","1880-5-29"," German philosopher (The Decline of the West)"
"Bea Lillie","1894-5-29"," comedian"
"Erich Wolfgang Korngold","1897-5-29"," Movie composer"
"Leslie Townes (Bob) Hope","1903-5-29"," England"
"John F Kennedy","1917-5-29"," 35th President (1961-1963)"
"Yannis Xenakis","1922-5-29"," mathematician"
"Al Unser","1939-5-29"," auto racer"
"Reby Jackson","1954-5-29"," Singer"
"LaToya Jackson","1956-5-29"," Singer"
"Lisa Whelchel","1963-5-29"," in Ft Worth Tx (Facts of Life)"
"Peter I (the Great)","1672-5-30"," tsar of Russia (1682-1725)"
"Henry Addington","1757-5-30"," British PM (1801-04)"
"Alfred Austin","1835-5-30"," poet laureate of England"
"Peter Carl Faberge","1846-5-30"," jeweler"
"James A. Farley","1888-5-30"," U.S. postmaster general (1932-38)"
"Stepin Fetchit","1902-5-30"," Miracle in Harlem)"
"Ernesto de la Guardia Jr.","1904-5-30"," president of Panama (1956-60)"
"Mel Blanc","1908-5-30"," Elmer Fudd & Porky Pig"
"Benny Goodman","1909-5-30"," "the King of Swing.""
"Christine Jorgensen","1926-5-30"," Pioneer transsexual"
"Clint Walker","1927-5-30"," Actor"
"Keir Dullea","1936-5-30"," 2010)"
"Michael J. Pollard","1939-5-30"," Actor"
"Gale Sayers","1943-5-30"," NFL running back (Chicago Bears)"
"Manuel I","1469-5-31"," king of Portugal (1495-1521) during era of exploration"
"Walt Whitman","1819-5-31"," NY"
"Pius XI","1857-5-31"," 259th Roman Catholic pope (1922-39)"
"Heath Robinson","1872-5-31"," cartoonist"
"Saint-John Perse","1887-5-31"," diplomat (Nobel 1960)"
"Norman Vincent Peale","1898-5-31"," clergyman"
"Don Ameche","1908-5-31"," Actor (Cocoon)"
"Henry Jackson","1912-5-31"," former U.S. senator from Washington"
"Edward Bennett Williams","1920-5-31"," attorney"
"Rainier III","1923-5-31"," )"
"Elaine Stewart","1929-5-31","Elaine Stewart"
"Clint Eastwood","1930-5-31"," Actor/mayor (Dirty Harry)"
"Shirley Verrett","1933-5-31"," American mezzo-soprano New Orleans La"
"Peter Yarrow","1938-5-31"," Paul and Mary"
"Terry Waite","1939-5-31"," Church envoy"
"Johnny Paycheck","1941-5-31"," Country Singer"
"Joe Namath","1943-5-31"," NY Jets QB"
"Sharon Gless","1943-5-31"," in LA"
"Tom Berenger","1950-5-31","Tom Berenger"
"Gregory Harrison","1950-5-31","Gregory Harrison"
"Brooke Shields","1965-5-31"," Actress/model NYC"
"Robert Cecil","1563-6-1"," English chief minister (1598-1625)"
"Brigham Young","1801-6-1"," polygamist"
"Mikhail Glinka","1804-6-1"," Russian composer"
"John Masefield","1878-6-1"," English poet"
"Molly Picon","1898-6-1"," Actress"
"Frank Whittle","1907-6-1"," inventor of a jet engine"
"Nelson Riddle","1921-6-1"," musical conductor"
"Marilyn Monroe","1926-6-1"," Actress (Some Like It Hot)"
"Andy Griffith","1926-6-1"," sheriff of Mayberry)"
"Georgi T. Dobrovolsky","1928-6-1"," Soviet cosmonaut (Soyuz 11)"
"Pat Boone singer","1934-6-1","Pat Boone singer"
"Cleavon Little","1939-6-1"," Actor"
"Linda Scott","1945-6-1","Linda Scott"
"Frederica von Stade","1945-6-1"," opera singer"
"Ron Wood","1947-6-1"," rock guitarist (Faces/Rolling Stones)"
"Tom Sneva","1948-6-1"," US auto racer"
"Chiyonofuji","1955-6-1"," sumo wrestler"
"Marquis de Sade","1740-6-2"," 1st known sadist"
"St. Pius X","1835-6-2"," 257th Roman Catholic pope (1903-14)"
"Thomas Hardy","1840-6-2"," English poet and novelist (Mayor of Casterbridge)"
"Karl Gjellerup","1857-6-2"," novelist (Nobel 1917)"
"Sir Edward Elgar","1857-6-2"," composer (Pomp & Circumstance)"
"Hedda Hopper","1890-6-2","Hedda Hopper"
"Johnny Weissmuller","1904-6-2"," swimmer-Actor (Tarzan)"
"Brock Peters","1927-6-2"," singer"
"Phillip Burton","1927-6-2","Phillip Burton"
"Chuck Barris","1929-6-2"," TV producer"
"Charles Conrad","1930-6-2"," Skylab 2)"
"Sally Kellerman","1937-6-2"," in California"
"King Constantine","1940-6-2"," of Greece"
"Charlie Watts","1941-6-2"," Rolling Stones drummer"
"Stacy Keach","1941-6-2"," Actor"
"Charles Haid","1943-6-2"," Actor (Hill Street Blues)"
"Marvin Hamlisch","1944-6-2","Marvin Hamlisch"
"Garo Yepremian","1944-6-2"," NFL place kicker (Miami Dolphins)"
"Jerry Mathers","1948-6-2"," the "Beaver""
"William Hone","1780-6-3"," bookseller (The Every-Day Book)"
"Jefferson Davis","1808-6-3"," President of Confederacy (1861-1865)"
"Garret Augustus Hobart","1844-6-3"," 24th U.S. vice-president (1897-99)"
"Ransom Eli Olds","1864-6-3"," auto (Oldsmobile) & truck (REO) manufacturer"
"George V","1865-6-3"," king of England (1910-36)"
"Josephine Baker","1906-6-3"," singer"
"Paulette Goddard","1911-6-3","Paulette Goddard"
"Ellen Corby","1913-6-3","Ellen Corby"
"Alain Resnais","1922-6-3"," French film director"
"Tony Curtis","1925-6-3"," Trapeze)"
"Collen Dewhurst","1926-6-3"," Actress"
"Allen Ginsberg","1926-6-3"," Beat poet (Howl)"
"Curtis Mayfield","1942-6-3"," musician"
"Suzi Quatro","1950-6-3"," Detroit (Happy Days)"
"Deneice Williams","1951-6-3"," singer"
"Fran‡ois Quesnay","1694-6-4"," leader of the Physiocrats"
"George III","1738-6-4"," English king during American Revolution (1760-1820)"
"Carl Gustaf Mannerheim","1867-6-4"," president (1944-46)"
"Roselind Russell","1908-6-4","Roselind Russell"
"Howard Metzenbaum","1917-6-4"," Ohio sen"
"Robert Merrill","1919-6-4"," baritone"
"Gene Barry","1922-6-4"," Actor (Bat Masterson)"
"Dennis Weaver","1924-6-4"," Duel)"
"Robert Earl Hughes","1926-6-4"," became heaviest known human (486 kg)"
"John Barrymore","1932-6-4"," Actor"
"Bruce Dern","1936-6-4"," Tatoo)"
"Freddie Fender","1937-6-4"," country singer"
"Bettina Gregory","1946-6-4"," News woman"
"Rosemary Joyce","1948-6-4","Rosemary Joyce"
"Parker Stevenson","1952-6-4","Parker Stevenson"
"Andrea Jagger","1965-6-4"," in Chicago Tennis player"
"Adam Smith","1723-6-5"," economist (Wealth of Nations) (baptized) Kirkcaldy Scot"
"John Couch Adams","1819-6-5"," codiscoverer of Neptune"
"Francisco (Pancho) Villa","1878-6-5"," guerrilla leader"
"John Maynard Keynes","1883-6-5"," in Cambridge England Economist"
"Ruth Benedict","1887-6-5"," American anthropologist (Patterns of Culture)"
"Federico Garc¡a Lorca","1898-6-5"," Spanish poet and dramatist"
"Dennis Gabor","1900-6-5"," invented holography"
"Art Donovan","1905-6-5"," Dallas)"
"Marion Motley","1920-6-5"," Pittsburgh)"
"Tony Richardson","1928-6-5"," Hotel N.H.)"
"Robert Lansing","1929-6-5","Robert Lansing"
"Bill Moyers","1934-6-5"," news commentator"
"Charles Joseph Clark","1939-6-5"," 16th Canadian prime minister (1979-80)"
"Regiomontanus (Johannes Muller)","1436-6-6"," prepares astronomical tables"
"Diego Vel zquez","1599-6-6"," Spanish painter"
"Nathan Hale","1755-6-6"," patriot"
"John Trumbull","1756-6-6"," painter"
"Karl F. Braun","1850-6-6"," codeveloper of wireless telegraphy (Nobel 1909)"
"Thomas Mann","1875-6-6"," German novelist (Magic Mountain) (Nobel 1929)"
"Paul Dudley White","1886-6-6"," heart specialist"
"Walter Abel","1887-6-6"," Actor"
"Aram Khachaturian","1903-6-6"," composer"
"Bill Dickey","1907-6-6"," Baseball hall-of-famer"
"Kathran Graham","1917-6-6"," publisher (Washington Post)"
"Walter Percy Chrysler","1925-6-6"," cars"
"David R. Scott","1932-6-6"," 15)"
"Billie Whitelaw","1932-6-6"," actrees"
"Dalai Lama","1935-6-6"," religious leader"
"Bobby Mitchell","1935-6-6"," Redskins)"
"Gary "US" Bonds","1939-6-6"," singer & songwriter"
"Harvey Fierstein","1952-6-6"," Playwright"
"Bjorn Borg","1956-6-6"," Racketeer"
"Sydney Walsh","1961-6-6","Sydney Walsh"
"Pope Gregory XIII","1502-6-7"," who introduced the Gregorian calendar in 1582"
"Earl of Liverpool","1770-6-7"," British prime minister (1812-27)"
"Beau Brummel","1778-6-7"," English dandy"
"Paul Gaugin (Eugene Henri)","1848-6-7"," French post-impressionist painter"
"Robert Mulliken","1896-6-7"," physicist (Nobel 1966)"
"George Szell","1897-6-7"," conductor"
"Jessica Tandy","1909-6-7"," Actress in London"
"Peter Rodino","1909-6-7"," NJ Rep"
"Rocky Graziano","1922-6-7"," pugilist"
"John Turner","1929-6-7"," 17th Canadian prime minister (1984)"
"Dolores Gray","1930-6-7","Dolores Gray"
"Tom Jones","1940-6-7"," singer"
"Thurman Munson","1947-6-7"," Yankee Capt"
"Prince","1958-6-7"," rocker"
"Mohammed","570-6-8"," prophet of Islam"
"Giovanni Domenico Cassini","1625-6-8"," discovered 4 satellites of Saturn"
"Robert Schumann","1810-6-8"," in Germany composer"
"Sir John Everett Millais","1829-6-8"," English painter"
"Ida Sazton McKinley","1847-6-8"," first lady"
"Frank Lloyd Wright","1867-6-8"," Wisc"
"Francis Crick","1916-6-8"," codiscoverer of the structure of DNA (Nobel 1962)"
"Byron R. (Whizzer) White","1917-6-8"," U.S. Supreme Court justice"
"Robert Preston","1918-6-8"," Actor"
"Alexis Smith","1921-6-8"," Actress BC Canada"
"Jerry Stiller","1929-6-8"," comedian"
"Dana Wynter","1930-6-8"," in London"
"Joan Rivers","1933-6-8"," comedian"
"Millicent Martin","1934-6-8","Millicent Martin"
"Herb Adderley","1939-6-8"," Dallas)"
"Nancy Sinatra","1940-6-8"," in Jersey City er boots were made for walkin'"
"Boz Scaggs","1944-6-8"," rocker"
"Griffin Dunne","1955-6-8","Griffin Dunne"
"George Stephenson","1781-6-9"," principal RR locomotive inventor"
"John Howard Payne","1791-6-9"," diplomat"
"Bertha von Suttner","1843-6-9"," pacifist (Nobel 1905)"
"Carl Nielsen","1865-6-9"," Danish composer"
"Cole Porter","1893-6-9"," Kiss Me Kate)"
"Fred Waring","1900-6-9"," musician-conductor"
"Les Paul","1915-6-9"," guitarist"
"Robert S. McNamara","1916-6-9"," former U.S. secretary of defense"
"Marvin Kalb","1930-6-9"," Newsman"
"Donald Duck","1934-6-9"," famous fowl"
"Bonnie Tyler","1951-6-9"," Singer"
"Dave Parker","1951-6-9"," baseball player"
"Michael J Fox","1961-6-9"," Teen Wolf)"
"John Dollond","1706-6-10"," owner of 1st patent for achromatic lens"
"Immanuel Velikovsky","1895-6-10"," writer (Worlds in Collision)"
"Frederick Loewe","1904-6-10"," composer"
"Prince Philip Mountbatten","1921-6-10"," Mr Elizabeth II"
"Judy Garland (Frances Gumm)","1922-6-10"," not in Kansas any more (Wizard of Oz)"
"Maurice Sendak","1928-6-10"," set designer"
"James A. McDivitt","1929-6-10"," Apollo 9)"
"F. Lee Bailey","1933-6-10"," American attorney"
"Andrew Stevens","1965-6-10","Andrew Stevens"
"Ben Jonson","1572-6-11"," The Alchemist)"
"J G Palitzsch","1723-6-11"," in Prolitz"
"John Constable","1776-6-11"," in England painter"
"Dame Millicent Garrett Fawcett","1847-6-11"," leader of English women's movement"
"Richard Strauss","1864-6-11"," German composer (Till Eulenspiegel)"
"Charles Fabry","1867-6-11"," found ozone layer in upper atmosphere"
"Jeannette Rankin","1880-6-11"," 1st woman elected to US Congress (from Montana)"
"Y. Kawabata","1899-6-11","Y. Kawabata"
"Ernie Nevers","1903-6-11"," Chicago Cardinals)"
"Paul Mellon","1907-6-11"," philanthropist"
"Jacques-Yves Cousteau","1910-6-11"," France"
"Ris Stevens","1913-6-11"," mezzo-soprano"
"Vince Lombardy","1913-6-11"," NFL coach (Green Bay Packers)"
"William Styron","1915-6-11"," Author"
"Richard Todd","1919-6-11"," Actor"
"William Styron","1925-6-11"," novelist (Confessions of Nat Turner)"
"Gene Wilder","1935-6-11"," Silver Streak)"
"Chad Everett","1937-6-11"," acted like a doctor"
"Jackie Stewart","1939-6-11"," fast driver"
"Adrienne Barbeau","1945-6-11"," wife of John Carpenter (Maude)"
"Joe Montana","1956-6-11"," signal caller"
"Charles Kingsley","1819-6-12"," novelist (Westward Ho!)"
"Johanna Spyri","1829-6-12"," Swiss writer (Heidi)"
"Anthony Eden","1897-6-12"," British prime minister (1955-57)"
"David Rockefeller","1915-6-12"," Intl Power Broker"
"Irwin Allen","1916-6-12"," Movie disaster producer"
"Uta Hagen","1919-6-12","Uta Hagen"
"Vera Ralston","1921-6-12"," Actress"
"George Herbert Walker Bush","1924-6-12"," 43rd VP (1981-89)"
"Vic Damone","1928-6-12","Vic Damone"
"Anne Frank","1929-6-12"," diarist"
"Jim Nabors","1932-6-12"," (Gomer Pyle) Actor-singer"
"Rona Jaffe","1932-6-12"," Author"
"Chick Corea","1941-6-12"," a funky jazz musician"
"Marv Albert","1943-6-12"," Yes! Sportscaster"
"Charles II (the Bald)","823-6-13"," emperor (875-77)"
"Winfield Scott","1786-6-13"," presidential candidate"
"James Clerk Maxwell","1831-6-13"," formulated electromagnetic theory"
"William Butler Yeats","1865-6-13"," Irish poet (Wild Swans at Coole) (Nobel 1923)"
"Emile Levassor wins","1895-6-13"," 1st Paris-Bordeaux-Paris auto race (24 kph)"
"Harold "Red" Grange","1903-6-13"," "Galloping Ghost" of football"
"Ralph Edwards","1913-6-13"," (This is your Life)"
"Christo","1935-6-13"," artist"
"Richard Thomas","1951-6-13"," AKA John Boy"
"Ally Sheedy","1962-6-13"," NY"
"Bettina Bunge","1963-6-13"," Tennis player"
"Charles-Augustin de Coulomb","1736-6-14"," formulated Coulomb's Law"
"Harriet Beecher Stowe","1811-6-14"," authoress (Uncle Tom's Cabin)"
"John Bartlett","1820-6-14"," compiler of Familiar Quotations"
"Andrey Markov","1856-6-14"," Russian mathematician"
"Alois Alzheimer","1864-6-14"," pathologist"
"Karl Landsteiner","1868-6-14"," pathologist (Nobel 1930)"
"Burl Ives","1909-6-14"," folk singer-Actor"
"Dorothy McGuirre","1918-6-14"," of McGuirre sisters"
"Sam Wanamaker","1919-6-14"," Actor-director"
